Time;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
1.8;2907.8;220;0;5425.6;2712.8;2607;2005;0;3489.2;2105.3;601;175.3;20837.8;25;80;1523.8;200;0;25;0;0
3.5;3048;160;4521.4;6782;0;1428.5;2285.8;0;4071;2506.5;475.8;66.7;19855.2;12.5;140;1203;150;0;25;0;0
5.3;3027.8;200.4;0;5425.6;0;1578.8;1744.4;2712.8;3369;2531.5;260.2;300.5;19594.4;0;60;1283.2;130;4521.4;0;0;0
7.1;3549.6;300.5;0;2712.8;4521.4;1880;1924.8;3391;3649.6;2431.3;701.3;233.7;18751.8;12.5;100;1062.6;140;0;0;0;0
8.8;3389;260.4;4521.4;5425.6;3391;1754.5;2125.4;2712.8;3369;2807.5;460.6;75;19514;62.5;80;1122.8;40;0;100;0;0
10.6;2967.8;40;0;2712.8;4521.4;1704.3;2125.6;3391;3048;2481.5;576;100;19393.6;12.5;334;1543.8;70;0;50;0;0
12.4;2827.2;220.2;0;3391;0;1528.8;1964.8;0;3549.6;2256;701.3;220.2;19554.2;0;140.2;1042.4;166.7;0;0;0;0
14.1;2987.8;140;3391;6782;0;1979.8;1904.8;0;2907.6;2180.8;300.5;180.4;19854.8;0;75;861.8;50;0;0;0;0
15.9;3760;200;0;3391;3391;1323.2;1744.6;2712.8;2847.2;2306;350.5;200;20095.8;12.5;20;962.2;150;0;0;0;0
17.7;2506.6;225.3;3391;6782;0;2105.5;1904.8;8138.4;3609.6;2982.8;601.3;150;19093.2;50;40;1162.6;190;0;60;0;0
19.4;3389;140;4521.4;3391;0;1729.3;2085.4;3391;3429;2606.8;450.8;125;18992.8;50;200.3;1202.8;100;0;75;0;0
21.2;2847.6;200.2;10173;9042.7;0;2030.3;1764.6;65216;3128.4;2356.3;601.3;225.3;19815.2;25;40;1183;120;0;25;0;0
23;3028;240.2;5425.6;231064.3;0;1578.8;2265.8;62503.2;4070.8;2230.8;651.3;100;589643.2;37.5;140;1127.5;90;8138.4;25;0;0
24.7;2847.2;440.8;13564.1;1759992;0;1604;1664;76094.4;3529.4;2732.3;621.4;480.8;1662720;71.4;233.7;1022.4;140;18989.7;200.4;0;0
26.5;3088.2;882;16276.9;2736631.6;3391;1478.5;1944.8;76094.4;3068.2;2381.3;621.2;475.8;2165830.4;112.5;220.2;1142.8;160;29840.9;60;0;0
28.3;3248.6;1002.2;16276.9;3046760.2;0;1378.5;1824.4;76094.4;2647;2506.5;721.6;651.5;2389804.8;100;180.2;1102.6;225;27128.1;75;0;0
30.1;3128;862;16276.9;3365054.5;0;1629;2005;78807.2;2787.2;2657;460.6;521;2512933.8;75;20;1042.2;100;32553.8;0;0;0
31.8;3489.4;962;13564.1;3416706.6;0;1604.3;2065.2;84232.8;3449.2;2907.8;521;420.6;2617888;75;120;1403.6;90;32553.8;80;0;0
33.6;3669.6;1443.6;18989.7;3816656.4;0;1754.5;2331;78807.2;3910.6;2757;726.5;551.3;2856585.1;112.5;150.3;1082.4;170;37979.4;75;0;0
35.4;3810.4;1383.6;16276.9;3966268;0;1629.3;3133;92398.4;3208.6;3007.8;927;481;2704505.6;50;0;1343.4;125;40746.4;100;0;0
37.1;3629.6;1744.4;16276.9;4238389.8;0;1804.8;2306.2;100564;3549.4;2155.3;701.5;861.6;2488396.8;75;125.3;1022.2;190;40746.4;33.3;0;0
38.9;3068.2;1864.8;13564.1;3963528.3;0;1779.5;2065.4;100591.1;2867.6;2531.8;661.4;726.8;2346259.2;37.5;80;1202.8;200;37979.4;50;0;0
40.7;3890.4;1443.6;13564.1;3895518;0;1804.8;2366;108756.7;3589.4;2606.5;521;781.4;1826056.5;137.5;50;1283.2;180;32553.8;25;20;0
42.4;3328.8;1524;13564.1;3786653;0;1654.3;1804.6;122320.7;3188.6;2957.8;776.8;561.2;1972224;100;50;861.8;90;35293.7;50;0;0
44.2;2727.2;982.2;13564.1;4917007.3;0;1303;1865;135911.9;3770.2;2757.3;626.3;601.4;2063050.4;87.5;0;1002.2;212.5;40719.3;33.3;0;0
46;3108;1323.4;10851.3;3947197;4521.4;1142.8;2165.6;138706.1;3489.2;2832.5;581.2;761.6;1992384;137.5;120;1202.8;125;43432.1;100.3;0;0
47.7;2747.2;1082.4;13564.1;3824794.8;0;1453.8;1844.4;146844.5;2787.2;2557;621.2;500.6;1932320;87.5;180.2;1002.2;160;48884.9;0;0;0
49.5;3128.2;1483.6;16276.9;3822055;0;2105.8;2386.2;141418.9;3308.8;2506.5;801.5;521;1956678.4;112.5;140;1283;200;46172.1;50;0;0
51.3;2967.6;1403.4;16955.1;3944484.3;0;1553.8;2185.6;152297.3;2967.8;2682;551;841.8;1963321.6;50;75;942.2;125;48884.9;75;0;0
53;2867.6;1503.6;16276.9;3955416.8;0;1779.3;2045.2;163148.5;2666.8;2982.8;581;721.4;2028729.6;50;0;1042.6;140;51651.9;0;0;0
54.8;3268.8;1944.8;16276.9;3892832.1;8138.4;1954.8;2105.4;154983;3068;2205.5;651.5;942.2;2011545.6;50;200.3;922;200;57077.6;0;0;0
56.6;2727;1864.8;16276.9;4075132.8;0;1930;1965;160462.9;2787.2;2406.3;881.8;942.2;2039225.6;37.5;66.7;962.2;187.5;57077.6;100;0;0
58.3;2566.6;1944.8;20346.1;4115879.8;0;1478.8;1543.8;160435.7;3108.2;2907.5;801.6;641.4;2209670.4;50;0;1203;120;73381.6;0;0;0
60.1;3349;2627;16276.9;4328076;0;1854.5;1644.2;154983;2867.4;2832.5;541;1042.4;2086753.9;50;133.7;1162.8;150;84232.8;25;0;0
61.9;3068;1985.2;20346.1;4047923.6;6782;1378.3;2546.8;149557.4;3569.6;2757.3;340.4;726.5;2130790.4;87.5;20;1328.3;130;78807.2;20;0;0
63.6;3088.2;1784.4;20346.1;4113193.7;0;1579;2286;133226.2;3228.2;2632;420.4;601.2;2052601.6;85.7;100;1463.6;200;84232.8;80;0;0
65.4;2827.6;1844.8;18989.7;4031565.4;0;1604;2145.6;141418.9;3148.4;2581.8;581.2;962;2043187.2;100;80;721.4;262.5;95138.3;25;0;0
67.2;3369;1744.4;18989.7;3985258;2712.8;1503.5;1624;130540.5;3047.8;2255.8;676.5;721.6;2131628.8;50;275.5;982.2;100;106016.7;125;0;0
68.9;2987.8;1684.2;16276.9;4360711.1;0;1729.3;2105.6;127800.6;3609.8;3008;561;1162.6;2269651.2;100;40;1262.8;62.5;108729.5;20;0;0
70.7;3268.6;1323;16276.9;4105028.2;0;1283.2;1864.8;114182.3;2667;2581.5;400.6;902;2151724.8;62.5;125;982.4;162.5;103303.9;75;0;0
72.5;3710;1202.8;13564.1;3979859.6;3391;1363.4;2025.2;103303.9;3248.6;3133.3;400.4;881.8;2076716.8;25;133.7;1604;180;108756.7;0;0;0
74.2;2546.8;1904.8;13564.1;4107795;0;1779.5;1564;92425.5;3369;2506.8;560.8;841.8;2201070.5;87.5;100;1062.6;250;116895.1;80;0;0
76;3649.8;1543.8;13564.1;4268204.2;0;1584;2065.4;81520;3810;2857.5;751.8;561;2251257.6;100;120.2;1122.8;150;125060.7;133.3;0;0
77.8;2987.8;1684.2;10851.3;4270917.1;0;1303;2782.5;78807.2;3188.6;2005;475.8;1604;2295782.4;50;200;721.4;220;138706.1;120;0;0
79.5;3288.8;2546.4;10173;4542984.9;0;1744.4;1804.6;70668.8;3208.6;2206;641.4;1243;2472051.2;75;125;942;200;165861.4;40;0;0
81.3;2847.6;2386.2;8138.4;4537559.2;4521.4;1303.3;2065.4;73381.6;2727.2;2481.5;661.4;1002.2;2534092.8;175;100;902.2;230;174026.9;50;0;0
83.1;2907.6;2185.6;10173;4442339.5;0;1403.5;2226;73381.6;2727;2506.5;581;1022.4;2592819.2;75;40;841.6;120;187618.1;80;0;0
84.8;2847.4;3188.4;10173;4485880;6782;1829.5;1985.2;73381.6;3268.6;2682;701.5;1042.4;2584448;175;125;1403.4;190;214854.8;50;0;0
86.6;2426.4;2165.6;8138.4;4608336.3;0;982.4;2185.6;73381.6;3850.4;2657;601.3;1062.6;2569728;137.5;0;982.2;110;228445.9;80;0;50
88.4;3088.2;2526.6;8138.4;4578359.8;4521.4;1563.8;2005.2;70641.6;3529.6;2581.8;701.5;1303;2660396.8;62.5;166.7;1127.5;60;228419;100;0;0
90.2;2426.4;2326;10173;4676292.4;0;1383.2;2285.8;70668.8;3469;2607;822;1202.6;2653561.6;162.5;75;901.8;130;222993.2;40;0;0
91.9;2586.6;2466.4;10173;4706188;0;1604;2025.2;70641.6;3529.4;2556.8;551.3;1323.4;2603584;75;33.3;1002.4;237.5;203976.4;60;0;0
93.7;3268.4;1965;10173;4450505;2712.8;1303;2045.2;67956;3649.8;2155.5;561;1343.2;2475264;75;0;1042.2;170;198523.6;0;0;0
95.5;2887.4;1844.6;6782;4665441;0;1102.8;2105.4;67928.8;3589.6;2531.8;802;701.4;2470361.6;80;200;962.2;137.5;190358.1;75;0;0
97.2;2626.8;1604;8138.4;4404278.7;4521.4;1654.3;2581.8;67928.8;3088.2;1854.5;480.8;1543.6;2413280;25;100;1062.4;162.5;160435.7;20;0;0
99;3389;1704.2;6782;4186602.8;0;1463.6;1945;65216;3248.6;2556.5;626.3;882;2320800;100;140.2;1253;160;144158.9;0;0;0
100.8;2747.2;1443.4;6782;4129471;0;1679.3;1784.4;65216;3529.4;2556.8;480.8;861.8;2254201.6;75;20;1142.6;260;141418.9;33.3;0;0
102.5;3168.2;1724.2;10173;4202852.9;0;1042.6;2105.4;62503.2;3369;2306;601;982.2;2187372.8;166.7;100;1182.6;150;135939;0;0;0
104.3;2426.4;2145.6;10173;4202907;0;1478.5;2005;59790.4;3830.2;2306;726.5;741.6;2120102.4;50;267;1263;150;122320.7;33.3;25;0
106.1;3208.6;1724.2;6782;4159393.3;0;1503.8;1804.8;67956;3309;1930;551.3;1002.4;2074195.2;87.5;120.2;1082.4;130;106043.8;40;0;0
107.8;3409;1724.6;6782;4151281.6;0;1664.2;2226;62503.2;3689.6;2757.3;460.8;1203.2;2023078.4;66.7;40;902;110;95111.2;20;0;0
