Element;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
NIST612;0.000488429;0.000408357;0.000910542;1;0.000565679;0.00046115;0.000468911;0.000451861;0.000451979;0.000431638;0.000445865;0.000371907;0.000895375;0.000449745;0.000450333;0.000332988;0.000446335;0.000443748;0.000458093;0.000437752;0.000436811
