"","Time","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"15",26.5,4050.8,1664.2,10851.3,3299730.4,0,1985.2,2105.4,78807.2,3609.6,1955,425.8,601.2,2558585.6,100,100,942,170,18989.7,60,0,0
"16",28.3,4612.4,2346.2,13564.1,3925521.1,4521.4,1965,2326,81520,3449.4,1904.8,340.6,661.4,3001561.6,185.7,50,1263,170,27128.1,0,0,0
"17",30.1,5254,2867.4,13564.1,4564822.8,0,1879.8,2105.4,92398.4,3790,2255.8,1253,801.6,3471368.4,100,140.2,1102.6,125,29840.9,25,0,0
"18",31.8,4833,2767.2,16276.9,5141458.5,0,1945,2627,92425.5,3729.8,1804.5,661.4,881.8,3434470.4,187.5,160.2,1223,150,32580.9,0,0,0
"19",33.6,4612.4,2646.8,13564.1,4991873.8,0,1779.5,2406.4,92398.4,4512,1954.8,641.4,501,3302080,62.5,25,1203,100,35266.6,33.3,0,0
"20",35.4,4331.6,2847.6,10851.3,4785049.5,0,1503.8,2486.6,95138.3,3509.4,2205.8,626.5,902,3142105.6,62.5,200,1684.4,240,32580.9,40,0,0
"21",37.1,4291.6,2907.8,13564.1,5019002.3,0,1704.2,2326.2,92425.5,3609.6,2005,501,561,2954406.4,62.5,25,982,50,32553.8,0,0,0
"22",38.9,4772.8,2125.4,13564.1,4953813.1,0,1929.8,2306,97851.1,3489.2,2255.8,601.3,701.6,2938316.8,125,100,982.2,60,29840.9,120,0,0
"23",40.7,4853.2,2245.8,10851.3,5146884.2,4521.4,1584,2085.4,103303.9,3027.8,1955,741.6,841.8,2885081.6,175,50,922.2,100,32553.8,25,0,0
"24",42.4,4351.8,2406.6,13564.1,5081641,0,1754.3,2566.6,100591.1,3669.8,2155.8,641.2,651.3,2808742.4,100,40,1263,187.5,35293.7,0,0,25
"25",44.2,4592.4,1664.2,13564.1,4717147,0,1704.3,2626.8,103303.9,3469,2456.3,676.3,861.8,2695539.2,83.3,100,1122.8,240,35266.6,75,0,0
"26",46,4752.8,1985,13564.1,4874924.4,3391,2130.3,2265.8,103303.9,3569.4,2356.3,581,1022.4,2678291.2,125,175.3,861.8,150,40719.3,0,0,0
"27",47.7,4913.4,1924.6,13564.1,4703529,0,2005,2426.4,111469.5,4612.6,2406.3,801.8,761.4,2638483.2,62.5,75,1102.8,87.5,43459.3,75,0,0
