"","","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",28.3,NA,NA,NA,1,0.00884832008369836,NA,NA,0.287732577541403,0.0653482824386811,0.0584356285447162,NA,NA,0.0774816955708784,NA,NA,NA,NA,NA,NA,NA,0.25180805528817
"2",30.1,0.0664136548864727,NA,0.033084419878999,1,0.0129032199193396,0.25790383764377,0.0223222941970589,NA,NA,0.0622393665107028,NA,0.236040181684776,0.0824305709347471,0.263387573532152,0.0258640531223437,0.0182257801174515,NA,NA,NA,0.254961281995474,NA
"3",31.8,0.0668795478634852,NA,0.0319525681343688,1,0.0120226973251752,0.286435710151681,0.0220448418977369,0.271431540653776,0.06204039230241,0.0587739089269166,0.0238682361615922,0.233095339378071,0.0766364914022495,0.265746421703253,0.0265665278726394,0.0179559920137707,0.100369992176236,0.404234166597224,0.213407406667955,0.252564674447066,0.274573312992667
"4",33.6,0.0704726469975464,0.0269709279822929,0.0297636418146706,1,0.0130059678366765,0.273307514092925,0.0232740101662951,0.279190177959876,0.0645093412891499,0.0616240654129994,0.0246565893006212,0.243469240425574,0.0847602097237228,0.277934143130019,0.0255347343485777,NA,0.0978741343312544,0.404937642434239,0.204315677852723,0.265713975455323,0.276804899108077
"5",35.4,0.0645388379595833,0.0235615528265002,0.0264611615773974,1,0.00958447744115956,0.258262011641143,0.0219467619969017,0.263873066919231,0.0613596261855582,0.0572014813707162,0.0219517670150387,0.23727127976616,0.0781449797650644,0.263234227065678,0.0238048419074622,0.0150495052517523,0.0942165449980565,0.366907715248687,0.200301713297083,0.254504665150947,0.26086492423979
"6",37.1,0.0729667793976056,0.0306687069210074,0.0281099001967596,1,0.0122925612233299,0.268558796121308,0.0240284908722342,0.266907411036104,0.0628752951416967,0.0601130587350975,0.0221285396639587,0.23855694242713,0.0832090711287962,0.270435863410111,0.0248278580906208,0.0174811415570703,0.0935939792231531,0.3727082064659,0.196891132793491,0.26522563920026,0.266827143825644
"7",38.9,0.0686001752814697,0.0217587745429141,0.0303543864213373,1,0.0106346484010153,0.274341932216329,0.0221705905876204,0.272518906186161,0.0594164017098828,0.0607200929467278,0.0215178942934021,0.242988496572533,0.0803848595187319,0.27193412495629,0.0240224450753111,0.0178564633490726,0.0899248271699222,0.362848454875852,0.199441557471957,0.253981479642572,0.247660597081891
"8",40.7,0.0716788198119963,0.0221837444470933,0.0265018558798681,1,0.0129963358930685,0.27649394240702,0.0232295918651136,0.278262931216521,0.0607297874040924,0.0578381113255619,0.0214865998071805,0.236345476049917,0.0819392229393059,0.28439495650211,0.0251571051179717,0.0160356194396735,0.0931476535909608,0.353508121085136,0.189318502866527,0.258665946569299,0.258788013889334
"9",42.4,0.069159053412411,0.0193728944275315,0.0294819271088568,1,0.0106657420269721,0.26068404479998,0.0207264797430262,0.259366715372781,0.0593097621589613,0.0560437058644544,0.0208164744055614,0.226579063904072,0.0796024734160059,0.267168380881719,0.0232057277985555,0.0148513498934123,NA,0.347297384565086,0.180558429179337,NA,NA
"10",44.2,0.0754419070739167,0.0227716736671767,NA,1,NA,NA,NA,NA,0.0661967904037797,NA,0.0225764012088099,NA,NA,0.305312377775657,0.0279718987003495,0.0153028602487501,0.101493619438044,NA,0.212458504602597,0.287254696136459,0.280379657388513
"11",46,0.0703182220570183,0.0217945907818056,0.0285616479786496,1,0.0135361800461855,0.274443120811168,0.022502402917832,0.260454617227322,0.0605666707214157,0.0592291471395123,0.0230537962364545,0.241397471263546,0.0827990982937615,0.286787358212152,0.024997283055424,0.0147221907353664,0.0936765933182909,0.366968982610563,0.191736589569947,0.273801341605964,0.258637991369296
"12",47.7,0.0738151254253437,0.0225168618623453,0.0276065815697316,1,0.0101831951931326,0.285256275677057,0.0231226253053908,0.274708136986656,0.063495273352934,0.059219017258533,0.0224237129323842,0.253294074336869,0.0831646081554941,0.294218160673802,0.0261845622964556,0.0140963364463953,0.0952308549655265,0.356349558985111,0.19665593794115,0.271022790020888,0.264650802568339
"13",49.5,0.0720147247815932,0.0209395699047605,0.0302688334151539,1,0.0104371561945525,0.270197667425489,0.0233704267115484,0.266256216789944,0.0632571460925513,0.0589534071956197,0.0213913791952095,0.245453080721509,0.0787591349401739,0.289399124636718,0.0249111024183993,0.0150839131586041,0.0945474217671006,0.359174941251735,0.199981290836706,0.280383679755371,0.27028759739017
"14",51.3,0.0733690779915488,0.022255509222407,0.0293495153031704,1,0.0101318224992847,0.285444283821926,0.0240994329974632,0.27154835847612,0.0634308398953224,0.0587738774935813,0.021468639642878,0.244315754010819,0.0838717719908577,0.300093240998412,0.0275592979063049,0.015252137145941,0.0988997133916085,0.368825110245383,0.201410566333974,0.288960923428933,0.269178415433911
"15",53,0.0732988318784328,0.0217327195369954,0.0253534140382312,1,0.0128748884461792,0.282412631361115,0.0242727788296814,0.266995583983237,0.0626785358046962,0.0598974799460678,0.0191694522344162,0.248950999352583,NA,0.287810516313551,0.0259438745215413,0.0148271607958987,0.0965431515290439,0.355909221239411,0.19013435758017,0.275982346907061,0.259689883037789
"16",54.8,0.0715442708295802,0.0201081496321191,0.0297916331014534,1,0.0102763311669285,0.275442041640903,0.0222823977835893,0.265336027102376,0.0622201916898242,0.0608882945373809,0.0214016199514287,0.243505854498544,0.0826590717855051,0.289297882969731,0.026146691731483,0.013898655926978,0.0969809508356709,0.355921485803682,0.191747764098399,0.272622099978058,0.260877622636712
"17",56.6,0.0695286844368257,0.0199586613209157,0.0255081099521122,1,0.0100899720039801,0.272857746859556,0.0215233859231959,0.255027305919799,0.0581001842909327,NA,0.0194877535194834,0.23621609890052,0.0794349464735342,0.276016671917074,0.0264108868475826,0.0142152611700384,0.0915626684189019,0.346434362467503,0.187645879342269,0.265941203688772,0.249720491813871
"18",58.3,0.0736790798839614,0.018658120601193,0.0256562819762173,1,0.0101756624855694,0.275674530336887,0.0232995465431022,0.256861772929178,0.0619726220227106,0.0582796153409792,0.0194586700962825,0.247781189046193,0.079993366600562,0.28056647130303,0.0252597871451186,0.0126820443860723,0.0925270457268809,0.360130874014932,0.18762826410296,0.26742688006461,0.260814609934849
"19",60.1,0.0717857075750277,0.01996621327765,0.0292919480775185,1,0.0113079450611255,0.275044547154085,0.0238923541721117,0.263270367836703,0.0611456832118535,0.0589787227504063,0.0211068300593854,0.241646018348434,0.080680085609388,0.29303350820865,0.0239530194169579,0.0140694383221689,0.0954409692550713,0.34358352884332,0.193655916200638,0.271056899786078,0.260863478528017
"20",61.9,0.069918434304931,0.020265941352197,0.0296353835635828,1,0.00889114107508524,0.275559125413374,0.024223115688593,0.259775347311218,0.0605009836084686,0.0605298114703375,0.0191147699876667,0.246196794378194,0.0812865247795435,0.286396283789548,0.0252896175430792,0.0145427378896718,0.0955622368186233,0.349995564243687,0.196109621595678,0.265783079796918,0.261359050457897
"21",63.6,0.0696900468693822,0.0198944022342311,0.0270711398875716,1,0.00873065126440469,0.263291355739347,0.0220535542210955,0.260859542454357,0.0618954908450843,0.0580089903436496,0.0205152945516864,0.236412834873937,0.0805761404431258,0.278667512852088,0.0255048183026873,0.0136099542136043,0.0939093646800286,0.347879243175525,0.187164607007832,0.268675399207673,0.262019706704518
