"","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"Stand1.csv Mean",0.0696372288374645,0.0220633064102538,0.0307981822638974,1,0.0105904149000678,0.269674360636928,0.0230148833009959,0.376432284641077,0.061414240322933,0.0607378242941739,0.0203903223990286,0.240643611560054,0.0800881703814082,0.282860582102204,0.0254265161561761,0.0144520517466904,0.0959698525813151,0.351404357344093,0.196761981611193,0.273421557717335,0.265779681856451
"Stand2.csv Mean",0.0704347963331934,0.0218802477028897,0.0279484141489896,1,0.010885474495807,0.273942527603771,0.0230158714399988,0.26721684486804,0.0619209202452275,0.0600220018254323,0.0209447714233961,0.241237280506885,0.0803216278791947,0.284169650444785,0.025698257454542,0.0148214798536682,0.0965852912360201,0.358320824122511,0.196581170690242,0.269795639886291,0.262808188443743
"Stand3.csv Mean",0.0801589290840267,0.0236564940492027,0.0325859318882078,1,0.0150500908338723,0.324286621712175,0.0265617743083087,0.298267887335053,0.0682188206673999,0.0650654974909094,0.025119563867607,0.267817751700158,0.085636938392721,0.304952658691535,0.028012662171371,0.0164067155272284,0.102031606729757,0.37701975218806,0.192368216099254,0.249436787748252,0.245445610268546
"Stand1.csv SD",0.00201209128694566,0.00273630307679428,0.00215681513260433,0,0.00184985948638415,0.00686824451179771,0.00081923730876016,0.0162172735378162,0.00208603095092512,0.00215061714900137,0.00111398501105154,0.00638432133524797,0.00311903677841329,0.00833748464302009,0.00108332419146043,0.00100970265908251,0.00327743808925066,0.0095874135147826,0.00688634290452014,0.0099995435977264,0.01121032187705
"Stand2.csv SD",0.00245024826197392,0.00237451720583284,0.00208225480313438,0,0.00188228924978962,0.00816391063329964,0.0010496723413637,0.00775723273307792,0.00198513654811741,0.00186859761741827,0.0014236375011988,0.00558799580707713,0.00243679119156528,0.0104266725113835,0.00112655876503179,0.00132276322412964,0.00310873496645745,0.0145643908294787,0.00695145508605132,0.00888660283693477,0.00757878996058168
"Stand3.csv SD",0.00295142480423926,0.00467103172486734,0.00265178181855348,0,0.00174653027496739,0.0105370346413961,0.0010433781205685,0.0121290993452263,0.00226603225504889,0.00256865324178055,0.00188400793361643,0.00929312322495108,0.00361766747060596,0.0103072952032789,0.00138252355289214,0.00114823237205004,0.00400961352676901,0.0146017090257475,0.00860688590448827,0.00827919904527503,0.0105980395737637
"Total Mean",0.0734103180848949,0.0225333493874487,0.0304441761003649,1,0.012175326743249,0.289301169984291,0.0241975096831012,0.313972338948056,0.0638513270785201,0.0619417745368385,0.0221515525633439,0.249899547922366,0.0820155788844413,0.290660963746175,0.0263791452606964,0.015226749042529,0.0981955835156973,0.362248311218222,0.195237122800229,0.264217995117293,0.25801116018958
"Total SD",0.00585805780875906,0.000976968817826451,0.00233893842763229,0,0.0024939860612706,0.03037335488166,0.00204751328630869,0.056275886679406,0.0037908351748122,0.00272879722076063,0.00258527982176606,0.0155204584555827,0.00313836089654679,0.0123942657422627,0.00142117696167798,0.00103844112029365,0.00333631484703245,0.013251640631194,0.00248619033693331,0.0129286460425792,0.0109830426972195
