"","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"Mean_Sample2_Rep1.csv",NA,6.05450088970167e-06,7.4164664660556e-05,1,NA,NA,NA,4.72384903700868e-05,NA,1.43490494077209e-05,3.7103662192e-06,2.79149519949618e-07,0.00537075625605483,3.36672694922964e-08,1.36181289146531e-06,NA,2.54596649414447e-07,3.74875128939437e-05,2.02026427312021e-06,1.0763002439634e-09,5.93072829289136e-10
"Mean_Sample2_Rep2.csv",1.17156021611012e-06,5.6355073095593e-06,7.82015949489898e-05,1,3.68098571488448e-05,NA,4.71141086502744e-06,4.67360304809364e-05,NA,5.06296836706774e-06,1.80877893524062e-06,2.78720281918918e-07,0.00532761968123097,3.03361406082703e-08,6.13787812159618e-07,NA,2.0530921849017e-07,3.70609013180195e-05,NA,3.29308671424728e-10,3.55999156758994e-10
"Mean_Sample2_Rep3.csv",NA,5.42142751425053e-06,6.08585945662785e-05,1,7.81750312250429e-05,2.08933771609824e-07,3.83343823341998e-06,4.40771757949668e-05,1.81500330671552e-06,NA,2.23327567271808e-06,2.73579589098462e-07,0.00537319728764207,2.97224622432108e-08,6.38296157889772e-07,NA,2.16113998520993e-07,3.72067291034798e-05,7.248827600719e-08,3.48933706601227e-10,1.2047455021387e-10
"SD_Sample2_Rep1.csv",NA,1.69316044736253e-06,2.76272215677549e-05,0,NA,NA,NA,3.19828951621041e-05,NA,1.71728700922088e-05,2.41327585130961e-06,8.41551269479087e-08,0.00101354500177505,1.25632765559969e-08,NA,NA,1.20137232650312e-07,2.84962065791049e-05,5.96730547192445e-06,4.36519992118401e-09,4.61453067096541e-09
"SD_Sample2_Rep2.csv",2.60091459709875e-07,1.69413477794872e-06,1.86135226353129e-05,0,8.95656467601116e-06,NA,NA,3.19788819622145e-05,NA,NA,7.02681176810816e-07,7.57122055834038e-08,0.000893478879094105,1.18266259198342e-08,1.4524720371316e-07,NA,3.30727877467466e-08,2.80563392738909e-05,NA,2.23211498191995e-09,2.19549199955076e-09
"SD_Sample2_Rep3.csv",NA,2.03071355715901e-06,2.2330533193135e-05,0,9.68411935465752e-06,2.35314514938134e-08,4.65852419060239e-07,3.26736978059725e-05,1.28636353775557e-07,NA,3.96787930466629e-07,7.93287456979461e-08,0.000936654180089565,1.10523070321273e-08,7.07832009511229e-08,NA,NA,2.85718599364039e-05,1.42372278871208e-08,2.29082415353805e-09,1.29755061593418e-09
"total_mean",1.17156021611012e-06,5.70381190450383e-06,7.10749513919415e-05,1,5.74924441869439e-05,2.08933771609824e-07,4.27242454922371e-06,4.601723221533e-05,1.81500330671552e-06,9.70600888739431e-06,2.58414027571957e-06,2.77149796988999e-07,0.00535719107497596,3.12419574479258e-08,8.71298953838233e-07,NA,2.25339955475203e-07,3.7251714438481e-05,1.0463762745637e-06,5.84847540663119e-10,3.56515512087333e-10
"total_SD",NA,3.22016479305297e-07,9.07494692162829e-06,0,2.92495950942417e-05,NA,6.20820401505838e-07,1.69881743300907e-06,NA,6.56625087449367e-06,9.98167334097113e-07,3.09933050964078e-09,2.56386457290192e-05,2.12267618075917e-09,4.2497424275763e-07,NA,2.59065903404818e-08,2.16834313363922e-07,1.377285615791e-06,4.2572362535721e-10,2.36299562660079e-10
