"","Time","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"1",26.5,NA,1755.01,11778.16,2825802.24,NA,NA,NA,75393.58,NA,NA,NA,434.88,2473522.6,85,NA,NA,NA,20120.02,NA,0,0
"2",28.3,NA,2136.01,11778.16,3870505.84,NA,NA,NA,83559.18,NA,NA,NA,585.08,3047353,NA,NA,NA,84.58,25545.62,NA,0,0
"3",30.1,NA,2898.01,18560.16,4207844.14,NA,NA,NA,89011.88,NA,NA,NA,284.38,3306858.1,NA,NA,NA,94.58,25545.62,NA,33.3,0
"4",31.8,1283.74,2376.61,11778.16,4577763.64,NA,NA,NA,89011.88,NA,NA,NA,304.08,3336481.9,NA,NA,NA,NA,25545.62,NA,0,0
"5",33.6,NA,2537.21,14490.96,4917868.34,NA,NA,NA,89011.88,NA,NA,NA,NA,3129682.6,NA,NA,NA,NA,28258.42,NA,0,0
"6",35.4,NA,2216.21,14490.96,4964148.94,NA,NA,NA,88984.78,NA,NA,NA,585.08,3046469.8,85,NA,NA,NA,30971.32,NA,0,0
"7",37.1,NA,2336.61,14490.96,5124584.84,NA,NA,NA,89011.88,NA,NA,NA,685.08,3418796.7,NA,NA,NA,94.58,28258.42,NA,0,0
"8",38.9,NA,2336.61,14490.96,5029419.24,NA,NA,NA,91724.68,NA,NA,621.71,810.58,2918085.8,NA,NA,NA,82.08,30971.32,NA,0,0
"9",40.7,NA,2055.81,11778.16,4955929.54,NA,NA,NA,94437.48,NA,NA,NA,585.08,2837279.4,NA,NA,NA,NA,30971.32,NA,25,0
"10",42.4,NA,1454.01,11778.16,4988645.44,NA,NA,NA,94464.68,NA,NA,NA,765.48,2790457,NA,NA,NA,NA,33684.12,NA,0,0
"11",44.2,NA,1654.61,11778.16,4765543.94,NA,NA,NA,102575.98,NA,NA,NA,409.88,2719289,NA,NA,NA,NA,36396.92,NA,0,0
"12",46,NA,1273.61,11778.16,4809057.64,NA,NA,NA,102603.08,NA,NA,NA,484.68,2799660.2,101.1,NA,NA,NA,36396.92,NA,0,0
"13",47.7,NA,1594.61,15169.16,4819882.14,NA,NA,NA,110795.78,NA,NA,NA,585.28,2686290.6,85,NA,NA,NA,41876.82,NA,0,0
"14",49.5,NA,2035.61,11778.16,4893398.84,NA,NA,NA,108028.68,NA,NA,NA,585.08,2638066.6,NA,NA,NA,NA,39136.82,NA,0,0
"15",51.3,NA,1714.61,14490.96,4732908.84,NA,NA,NA,110768.68,NA,NA,NA,NA,2626194.6,NA,NA,NA,94.58,41876.82,NA,0,0
"16",53,NA,2095.61,11778.16,4920527.44,NA,NA,NA,113481.48,NA,NA,NA,364.48,2698847.4,NA,NA,NA,119.58,55495.12,NA,0,0
"17",54.8,NA,1855.01,11778.16,4839006.84,NA,NA,NA,121647.08,NA,NA,NA,805.88,2652844.2,85,NA,NA,NA,50069.42,NA,0,0
"18",56.6,NA,1975.41,11778.16,5214459.84,NA,NA,NA,116194.28,NA,NA,NA,564.88,2650482.6,NA,NA,NA,94.58,52782.32,NA,0,0
"19",58.3,NA,2376.61,14490.96,5203527.74,NA,NA,NA,108055.88,NA,NA,NA,1146.68,2585938.9,NA,NA,NA,NA,47329.52,NA,0,0
